,class
30914,neg
8277,neg
16883,pos
14309,neg
6593,neg
19539,neg
10568,neg
16452,neg
7036,neg
26379,neg
19086,neg
31327,neg
32986,neg
33493,neg
2655,neg
29756,neg
14186,neg
15990,neg
16621,neg
11169,neg
4378,neg
33466,neg
30836,neg
28439,neg
9042,neg
28452,neg
3205,neg
16948,neg
3706,neg
24038,neg
17693,neg
23443,neg
11028,neg
18810,neg
7301,neg
27837,neg
19183,neg
33779,neg
15211,neg
30338,neg
16055,neg
12203,neg
34555,neg
18343,neg
6353,neg
9841,neg
27597,neg
33297,neg
9931,neg
24790,neg
34300,neg
23255,neg
15572,neg
2791,neg
25689,neg
25227,neg
2082,neg
33953,neg
31434,neg
12179,neg
21198,neg
6378,neg
22741,neg
12235,neg
15376,neg
26315,neg
23346,neg
29215,neg
15920,neg
11636,neg
20817,neg
16832,neg
6814,neg
13126,neg
11771,neg
25868,neg
2272,neg
5161,neg
5893,neg
19637,neg
7773,neg
20715,neg
19673,neg
20599,neg
33092,neg
19184,neg
21951,neg
16501,neg
11666,neg
23615,neg
7998,neg
24225,neg
21551,neg
89,pos
24168,neg
21455,neg
14078,neg
15062,neg
23820,neg
25618,neg
35968,neg
11735,neg
9392,neg
859,neg
692,neg
23272,neg
26,pos
20338,neg
14346,neg
30084,neg
26377,neg
17290,neg
31410,neg
30644,neg
24995,neg
6196,neg
25674,neg
8228,neg
12565,neg
12880,neg
14364,neg
17786,neg
24472,neg
24590,neg
28951,neg
12705,neg
5806,neg
34243,neg
16973,neg
19905,neg
8757,neg
16552,neg
17627,neg
2472,neg
30343,neg
6856,neg
25249,neg
9180,neg
27213,neg
15123,neg
34274,neg
18711,neg
12787,neg
11464,neg
8981,neg
28573,neg
19353,neg
23243,neg
30115,neg
29426,neg
31310,neg
27280,neg
6228,neg
13448,neg
27885,neg
29650,neg
24663,neg
14648,pos
9298,neg
5782,neg
12579,neg
4811,neg
31060,neg
18926,neg
1713,neg
21972,neg
18661,neg
24949,neg
22593,neg
32273,neg
28458,neg
32591,neg
27356,neg
14149,neg
20226,neg
21252,neg
5587,neg
8793,neg
20050,neg
21103,neg
36048,neg
303,pos
2010,neg
18929,neg
13127,neg
5759,neg
26148,neg
30562,neg
14434,neg
32147,neg
17181,neg
21495,neg
25986,neg
34348,neg
7951,neg
12412,neg
23224,neg
9461,neg
3059,neg
22162,neg
4190,neg
33986,neg
4219,neg
8766,neg
31983,neg
28906,neg
11142,neg
35828,neg
18611,neg
20239,neg
875,pos
8564,neg
24000,neg
23409,neg
31892,neg
14461,neg
29158,neg
28991,neg
32574,neg
3688,neg
36028,neg
4088,neg
25749,neg
29552,neg
27034,neg
15908,neg
35906,neg
8426,neg
27692,neg
9163,neg
35235,neg
35830,neg
29187,neg
1326,neg
16047,neg
9894,neg
6385,neg
33036,neg
32892,neg
15405,neg
23170,neg
10418,neg
29371,neg
10347,neg
28349,neg
15300,neg
2499,neg
14005,neg
34180,neg
28147,neg
3701,neg
6629,neg
15204,neg
32994,neg
1962,neg
11875,neg
14278,neg
23794,neg
28179,neg
28553,neg
5287,neg
13918,neg
19763,neg
27727,neg
3508,neg
13930,neg
29074,neg
24371,neg
14298,neg
26526,pos
2977,neg
35750,neg
4249,neg
2898,neg
13991,neg
9533,neg
4655,neg
4601,neg
7409,neg
14321,neg
5402,neg
23518,pos
27329,neg
20838,neg
34313,neg
3630,neg
4867,neg
32537,neg
29567,neg
24893,neg
14992,neg
10614,neg
28814,neg
10456,neg
30899,neg
31799,neg
33285,neg
21788,neg
2123,neg
21053,neg
23062,neg
18821,neg
21577,neg
5983,neg
495,neg
30560,neg
15418,neg
10704,neg
25999,neg
29346,neg
33819,neg
6668,neg
8010,neg
4432,neg
28600,neg
23967,neg
20591,neg
23779,neg
19914,neg
28368,neg
20544,neg
4525,neg
28751,neg
10162,neg
13276,neg
34363,neg
15940,pos
32992,neg
181,pos
7291,neg
8753,neg
1935,neg
17121,neg
29537,neg
25010,neg
18823,neg
13674,neg
21036,neg
26433,neg
672,neg
23877,neg
29453,neg
1328,neg
21887,neg
16190,neg
28463,neg
28911,neg
35067,neg
15424,neg
382,pos
13783,neg
24241,neg
19221,neg
24875,neg
15851,neg
18551,neg
4177,neg
9425,neg
12442,neg
19140,neg
20678,neg
25881,neg
33106,neg
32627,neg
11505,neg
13427,neg
32610,neg
11817,neg
33326,neg
6755,neg
34641,neg
1726,neg
15585,neg
1612,neg
28232,neg
34574,neg
5846,neg
32564,neg
17833,neg
33671,neg
22708,neg
18473,neg
27379,neg
27389,neg
23465,neg
34489,neg
10449,neg
24224,neg
226,pos
2490,neg
10465,neg
27442,neg
16756,neg
20699,neg
31823,neg
7864,neg
6867,neg
25746,neg
7786,neg
182,pos
872,neg
26094,neg
14977,neg
22600,neg
28854,neg
3907,neg
4606,neg
3017,neg
11612,neg
10500,neg
19252,neg
17746,neg
24784,neg
8858,neg
15491,neg
29829,neg
25003,neg
35742,neg
21060,neg
11827,neg
28865,neg
17122,neg
14829,neg
25711,neg
24682,neg
6439,neg
20874,neg
18316,neg
7683,neg
13445,neg
12991,neg
8652,neg
5176,neg
2306,neg
4501,neg
8481,neg
33775,neg
11560,neg
33137,neg
33209,neg
518,neg
27353,neg
11665,neg
28434,neg
29027,neg
22266,neg
113,pos
4421,neg
21389,neg
15933,neg
24264,neg
15828,neg
26302,neg
34203,neg
13352,neg
1723,neg
20776,neg
3038,neg
35061,neg
21105,neg
2365,neg
22856,pos
22301,neg
6019,neg
5661,neg
11196,neg
10174,neg
24867,neg
27878,neg
5308,neg
28582,neg
15796,neg
13349,neg
12387,neg
21581,neg
1491,neg
26303,neg
30074,neg
15783,neg
5207,neg
9415,neg
34629,neg
8781,neg
32957,neg
5673,neg
33698,neg
8566,neg
12506,neg
4700,neg
24801,neg
20763,neg
24557,neg
14828,neg
26580,neg
8284,neg
5798,neg
19613,neg
12961,neg
6608,neg
34026,neg
7724,neg
26062,neg
27763,neg
27071,neg
21874,neg
34282,neg
31855,neg
24092,neg
30913,neg
15360,neg
29859,neg
14677,neg
22378,neg
17877,neg
36094,neg
20010,neg
32041,neg
24610,neg
15865,neg
8476,neg
29381,neg
26292,neg
22988,neg
7684,neg
2936,neg
6924,neg
27637,neg
13923,neg
11481,neg
32157,neg
13922,neg
5896,neg
17923,neg
21002,neg
34639,neg
33804,neg
6293,neg
12541,neg
23241,neg
18952,neg
14519,neg
27789,neg
526,neg
6126,neg
14865,neg
23576,neg
1934,neg
8714,neg
20491,neg
26277,neg
1041,neg
15750,neg
35770,neg
32769,neg
22231,neg
26355,neg
18281,neg
26221,neg
19977,pos
16356,neg
1649,neg
25745,neg
13418,neg
505,neg
12257,neg
14207,neg
25184,neg
24165,neg
32286,neg
6344,neg
31866,neg
4362,neg
28783,neg
34613,neg
19598,neg
25480,neg
9313,neg
24581,neg
35344,neg
6505,neg
23101,neg
35688,neg
7758,neg
34215,neg
8211,neg
20397,neg
20655,neg
4602,neg
13967,neg
29928,neg
21958,neg
20695,neg
17231,neg
28038,neg
19850,neg
33302,neg
5234,neg
7041,neg
17781,neg
30978,neg
18308,neg
11467,neg
19144,neg
35827,neg
9707,neg
16261,neg
18106,neg
2224,neg
10623,neg
20273,neg
4787,neg
35011,neg
102,pos
22908,neg
20492,neg
19696,neg
25592,neg
29513,neg
12837,neg
5241,neg
9583,neg
18779,neg
28051,neg
1116,neg
10573,neg
31444,neg
21207,neg
33622,neg
1121,neg
2747,neg
17073,neg
32034,neg
3781,neg
21067,neg
14414,neg
21830,neg
26423,neg
4639,neg
16345,neg
22349,neg
2964,neg
9857,neg
1248,neg
12048,neg
13704,neg
25336,neg
13159,neg
2016,neg
23467,neg
14822,neg
13842,neg
33323,neg
14763,pos
13015,neg
13385,neg
29417,neg
18962,neg
2929,neg
30272,neg
6222,neg
33396,neg
26349,neg
30039,neg
17826,neg
29677,neg
6643,neg
35819,neg
36029,neg
27398,neg
34507,neg
10062,neg
13598,neg
12890,neg
34640,neg
32529,neg
13788,neg
6686,neg
525,neg
5906,neg
31144,pos
25063,neg
28676,neg
4070,neg
8059,neg
9279,neg
56,pos
32908,neg
20225,neg
6195,neg
26513,neg
2681,neg
21862,neg
25311,neg
17634,neg
13603,neg
72,pos
27710,neg
13607,neg
8555,neg
13840,neg
29405,neg
30193,neg
4137,neg
30062,neg
9005,neg
11613,neg
4783,neg
29450,neg
32130,neg
14151,neg
20531,neg
29856,neg
20828,neg
28274,neg
27624,neg
27041,neg
8683,neg
1559,neg
33118,neg
6420,neg
10891,neg
12425,neg
23904,neg
23028,neg
35236,neg
33160,neg
22036,neg
22214,neg
17699,neg
13805,neg
19775,neg
570,neg
13137,neg
19382,neg
30205,neg
27556,neg
31886,neg
15586,neg
35193,neg
1832,neg
32849,neg
26946,neg
32871,neg
2695,neg
25114,neg
2009,neg
27524,neg
18516,neg
14146,neg
32978,neg
5364,neg
27695,neg
13384,neg
35440,neg
8258,neg
25643,neg
31046,neg
9229,neg
16335,neg
25572,neg
17691,neg
8588,neg
7155,neg
9655,neg
22327,neg
7675,neg
31180,neg
24487,neg
15139,neg
35784,neg
8854,neg
32931,neg
4375,neg
2911,neg
31547,neg
22129,neg
32142,neg
33520,neg
9054,neg
5183,neg
17760,neg
16451,neg
28915,neg
31075,neg
16513,neg
3559,neg
35961,neg
19826,neg
6173,neg
8897,neg
6355,neg
22420,neg
35203,neg
30722,neg
31761,neg
12808,neg
996,neg
27202,neg
13832,neg
23400,neg
3438,neg
14790,neg
17372,neg
8808,neg
21330,neg
19654,neg
9405,neg
19003,neg
30835,neg
2576,neg
28812,neg
7859,neg
14547,neg
11048,neg
19578,neg
27887,neg
963,neg
3124,neg
4201,neg
15653,neg
29540,neg
34295,neg
31746,neg
35829,neg
18792,neg
3098,neg
31718,neg
21827,neg
9761,neg
439,pos
4098,neg
24471,neg
19918,neg
11911,neg
27283,neg
28354,neg
33256,neg
15050,neg
2893,neg
25884,neg
24842,neg
35104,neg
9417,neg
35295,neg
20157,neg
35519,neg
30547,neg
29569,neg
22044,neg
4597,neg
31451,neg
15185,neg
26306,neg
25887,neg
33797,neg
28168,neg
19947,neg
9303,neg
11356,neg
29113,neg
32447,neg
25827,neg
32167,neg
32413,neg
16737,neg
32803,neg
35390,neg
15070,neg
5968,neg
30803,neg
26456,neg
11411,neg
2831,neg
30920,neg
13340,neg
5895,neg
32993,neg
15302,neg
15142,neg
7858,neg
12097,neg
10827,neg
17666,neg
3355,neg
29278,neg
21475,neg
28707,neg
5334,neg
16692,neg
24755,neg
2473,neg
6853,neg
9328,neg
35318,neg
34169,neg
12967,neg
26830,neg
9706,neg
28525,neg
36003,neg
35845,neg
11462,pos
18099,neg
17077,neg
35248,neg
27645,neg
3424,neg
25278,neg
206,pos
19837,neg
14517,neg
1879,neg
6230,neg
12210,neg
7005,neg
26201,neg
8725,neg
9472,neg
15898,neg
21716,neg
9356,neg
30814,neg
7417,neg
3985,neg
24147,neg
27439,neg
24760,neg
16044,neg
30340,neg
2044,neg
20967,neg
13363,neg
21457,neg
14903,neg
3316,neg
686,neg
4170,neg
14708,neg
10618,neg
17510,neg
21248,neg
36165,neg
33784,pos
35823,neg
288,pos
659,neg
27912,neg
5311,neg
34762,neg
346,pos
23603,neg
27612,neg
15043,neg
24722,neg
269,pos
20468,neg
11412,neg
1946,neg
25512,neg
2206,neg
5608,neg
1513,pos
16648,neg
24727,neg
14694,neg
12675,neg
6144,neg
8763,neg
20302,neg
15740,neg
752,neg
8946,neg
25617,neg
15348,neg
6142,neg
34774,neg
26009,neg
4804,neg
33145,neg
18306,neg
13543,neg
14894,neg
11568,neg
15984,neg
10760,neg
20966,neg
34514,neg
29563,neg
13500,neg
29766,neg
9518,neg
6163,neg
4071,neg
9840,neg
30467,neg
11463,neg
13891,neg
13163,neg
15294,neg
32955,neg
23988,neg
15905,neg
5167,neg
9137,neg
1405,neg
26179,neg
7376,neg
18229,neg
30204,neg
30738,neg
12040,neg
10777,neg
25152,neg
32342,neg
26251,neg
34326,neg
29073,neg
10393,neg
35691,neg
32414,neg
22684,neg
5671,neg
11241,neg
4215,neg
14629,neg
13026,neg
20507,neg
16344,neg
29647,neg
6488,neg
2935,neg
24386,neg
30176,neg
25082,neg
18151,neg
26796,neg
27791,neg
25764,neg
28964,neg
12109,neg
29749,neg
23681,neg
16026,neg
15143,neg
25287,neg
28178,neg
3110,neg
18082,neg
26627,neg
33052,neg
19575,neg
6517,neg
19922,neg
7817,neg
7522,neg
24440,neg
10496,neg
22709,neg
227,pos
32418,neg
27382,neg
6530,neg
31210,pos
11098,pos
2421,neg
10204,neg
2427,neg
11597,neg
4992,neg
11803,neg
11337,neg
25545,neg
9740,neg
33937,neg
29684,neg
23925,neg
12446,neg
27248,neg
531,neg
20057,neg
34708,neg
29482,neg
24193,neg
27609,neg
15301,neg
7945,neg
14914,neg
2612,neg
4825,neg
28275,pos
23042,neg
27454,neg
3384,neg
5769,neg
29053,neg
34112,neg
18347,neg
1715,neg
4942,neg
24381,neg
13951,neg
8387,neg
8304,neg
27163,neg
20462,neg
33360,neg
12746,neg
9943,neg
7973,neg
8187,neg
11810,neg
29709,neg
32704,neg
30496,neg
28776,neg
31375,neg
5140,neg
35277,neg
19877,neg
16151,neg
23616,neg
24787,neg
4920,neg
25636,neg
5950,neg
23726,neg
4358,neg
26057,neg
25682,neg
30244,neg
7648,neg
34954,neg
30905,neg
18207,neg
23198,neg
36061,neg
34562,neg
27094,neg
15117,neg
34695,neg
36135,neg
16502,neg
15189,neg
20476,neg
9112,neg
12167,neg
34707,neg
27203,neg
9277,neg
29221,neg
35022,pos
27915,neg
16243,neg
12584,neg
19995,neg
26394,neg
21689,neg
12036,neg
30925,neg
19016,neg
3202,neg
18878,neg
35834,neg
5353,neg
32909,neg
12305,neg
28726,neg
26984,neg
8524,neg
30967,neg
17971,neg
707,neg
33688,neg
11905,neg
18798,neg
7941,neg
22983,neg
13619,neg
26543,neg
35589,neg
7355,neg
2193,neg
4588,neg
24676,neg
10308,neg
6067,neg
30971,neg
9215,neg
35976,neg
13791,neg
15843,neg
825,neg
30696,neg
26184,neg
26145,neg
32490,neg
12355,neg
10338,neg
957,neg
34254,neg
4807,neg
31353,neg
18363,neg
20116,neg
31409,neg
33758,neg
7134,neg
7804,neg
27628,neg
1352,neg
27653,neg
24392,neg
4917,neg
15668,neg
3654,neg
23847,neg
16841,neg
22431,neg
28383,neg
27365,neg
18311,neg
34662,neg
25140,neg
11703,neg
15194,neg
34345,neg
22790,neg
3675,neg
20409,neg
8647,neg
11831,neg
27401,neg
33897,neg
28710,neg
12398,neg
28933,neg
5131,neg
7184,neg
20840,neg
4623,neg
31001,neg
18242,neg
3697,neg
2780,neg
21415,neg
33892,neg
25663,neg
26734,pos
16284,neg
16670,neg
4980,neg
6179,neg
25300,neg
16741,neg
20730,neg
35050,neg
6779,neg
25885,neg
29185,neg
27971,neg
7779,neg
26814,neg
6900,neg
12517,neg
35858,neg
35678,neg
4671,neg
8281,neg
27847,neg
3165,neg
3169,neg
32483,neg
27884,neg
16083,neg
5049,neg
16743,neg
35199,neg
12148,neg
27133,neg
3910,neg
4948,neg
6889,neg
15369,neg
1155,neg
14771,neg
31124,neg
4001,neg
6960,neg
8748,neg
18232,neg
24249,neg
14740,neg
26174,neg
21738,neg
16996,neg
12376,neg
32768,neg
25843,neg
28392,neg
30976,neg
27483,neg
8207,neg
9345,neg
7971,neg
31442,neg
11928,neg
22196,neg
1806,neg
27069,neg
35497,neg
29631,neg
8820,neg
26771,neg
13745,neg
23633,neg
32738,neg
30251,neg
28686,neg
4144,neg
26414,neg
16236,neg
4054,neg
8674,neg
30033,neg
5224,neg
3690,neg
15886,neg
34952,neg
27025,pos
3109,neg
14976,neg
22279,neg
24993,neg
27674,neg
19571,neg
1192,neg
16179,neg
10424,neg
26461,neg
21345,neg
31096,neg
2070,neg
7261,neg
9895,neg
33931,neg
27764,neg
11906,neg
35106,neg
2116,neg
9909,neg
32181,neg
22335,neg
29068,neg
35805,neg
23840,neg
23003,neg
12310,neg
17907,neg
7206,neg
23890,neg
17114,neg
32243,neg
33309,neg
817,neg
28429,neg
9264,neg
27433,neg
23702,neg
34175,neg
32327,neg
21967,neg
12749,neg
13641,neg
2799,neg
8998,neg
24596,neg
13341,neg
21996,neg
25202,neg
19108,neg
35747,neg
9257,neg
19277,neg
31110,neg
32410,neg
19473,neg
20931,neg
19017,neg
4281,neg
15536,neg
30461,neg
20848,neg
10110,neg
27874,neg
23691,neg
2467,neg
20208,neg
5221,neg
14922,neg
20713,neg
4474,neg
32481,neg
26365,neg
21081,neg
11656,neg
9609,neg
20756,neg
11784,neg
5532,neg
9565,neg
5802,neg
24923,neg
27999,neg
34661,neg
20482,neg
35158,neg
26558,neg
27030,neg
21361,pos
26890,neg
13044,neg
21029,neg
35424,neg
20341,neg
13011,neg
19119,neg
2940,neg
30123,neg
22187,neg
5600,neg
14711,neg
15805,neg
9964,neg
10739,neg
17456,neg
34333,neg
2107,neg
3138,neg
12741,neg
2345,neg
14179,neg
9728,neg
26360,neg
34320,neg
8637,neg
23474,neg
8816,neg
9800,neg
22383,neg
19745,neg
18605,neg
11519,neg
27010,neg
33072,neg
17993,neg
16460,neg
4209,neg
32474,neg
24752,neg
12953,neg
12906,neg
3464,neg
29628,neg
25377,neg
24198,neg
23341,neg
3210,neg
17999,neg
9897,neg
18169,neg
19712,neg
34118,neg
20539,neg
26268,neg
24729,neg
3270,neg
29933,neg
19865,neg
5988,neg
35391,neg
28692,neg
1161,neg
6966,neg
6769,neg
2603,neg
26642,neg
15975,neg
28371,neg
34557,neg
27712,neg
7846,neg
17388,neg
10571,neg
4461,neg
12334,neg
19631,neg
22377,neg
8177,neg
12074,neg
22961,neg
5383,neg
27123,neg
18847,neg
23888,neg
34559,neg
31944,neg
34558,neg
26995,neg
30411,neg
22268,neg
19309,neg
5303,neg
35376,neg
33526,neg
12120,neg
20980,neg
15137,neg
20323,neg
12610,neg
22146,neg
28125,neg
25421,neg
11943,neg
3173,neg
32497,neg
11359,neg
16442,neg
15620,neg
6453,neg
4157,neg
35671,neg
22704,neg
15952,neg
17237,neg
16296,neg
27434,neg
8009,neg
26434,neg
6756,neg
15275,neg
21881,neg
33354,neg
28705,neg
30220,neg
25596,neg
3908,neg
23883,neg
6558,neg
15327,neg
32966,neg
34863,neg
26261,neg
8168,neg
428,pos
27880,neg
31263,neg
369,pos
5682,neg
24892,pos
11907,neg
29382,neg
25687,pos
27717,neg
11725,neg
2987,neg
35871,neg
21627,neg
27082,neg
23936,neg
14785,neg
5035,neg
29987,neg
27788,neg
22132,neg
28744,neg
22956,neg
3274,neg
4855,neg
3065,neg
35095,neg
15860,neg
32464,neg
19841,neg
33208,neg
30862,neg
13336,neg
20988,neg
15427,neg
35129,neg
33745,neg
16331,neg
35312,neg
16549,neg
19845,neg
27728,neg
24265,neg
11599,neg
13583,neg
4506,neg
27854,neg
32963,neg
16396,neg
21169,neg
31206,neg
34509,neg
35159,neg
34171,neg
31078,neg
14573,neg
73,pos
8066,neg
1724,neg
11102,neg
9169,neg
4672,neg
17815,neg
24503,neg
16849,neg
28959,neg
16001,neg
23867,neg
28041,neg
35087,neg
5451,neg
8845,neg
27194,neg
17434,neg
20845,neg
23405,neg
2483,neg
11509,neg
7604,neg
14838,neg
22310,neg
17961,neg
4848,neg
34482,neg
21381,neg
318,pos
10367,neg
10525,neg
31809,neg
21839,neg
23517,neg
34165,neg
5729,neg
5449,neg
9341,neg
23451,neg
25835,neg
33814,neg
28753,neg
25832,neg
32643,neg
24506,neg
33746,neg
25212,neg
25141,neg
6956,neg
4841,neg
27321,neg
21477,neg
3571,neg
23564,neg
27257,neg
9563,neg
527,neg
5041,neg
23870,pos
26159,neg
34933,neg
29599,neg
10383,neg
20098,neg
12765,neg
1583,neg
7002,neg
9416,neg
15208,neg
24321,neg
30641,neg
33042,neg
20657,neg
24255,neg
29357,neg
15999,neg
951,neg
23503,neg
24444,neg
17048,neg
34993,neg
18621,neg
6079,neg
29719,neg
2588,neg
19207,pos
12969,neg
25199,neg
34652,neg
9771,neg
2533,neg
26031,neg
28472,neg
29279,neg
23309,neg
35068,neg
31598,neg
27570,neg
14673,neg
8269,neg
8107,neg
34625,neg
12463,neg
6253,neg
22163,neg
33364,neg
28632,neg
25621,neg
16454,neg
23521,pos
18468,neg
14268,neg
23730,neg
28056,neg
10920,neg
2221,neg
285,pos
13487,neg
31609,neg
25323,neg
2057,neg
16669,neg
14756,neg
29664,neg
30691,neg
879,neg
29824,neg
748,neg
11528,neg
11937,neg
586,pos
20581,neg
12569,neg
20100,neg
36111,neg
32478,neg
17016,neg
7979,neg
7342,neg
18191,neg
14625,neg
26806,neg
26695,neg
32932,neg
4351,neg
18702,neg
18571,neg
4879,neg
14007,neg
955,neg
12978,neg
21263,neg
1415,neg
34323,neg
23219,neg
34917,neg
12459,neg
32127,neg
33224,neg
8883,neg
14776,neg
13315,neg
21111,neg
13362,neg
2189,neg
9589,neg
17197,neg
15243,neg
127,pos
2119,neg
5255,neg
15051,neg
16609,neg
26397,neg
18274,neg
6948,neg
27555,neg
7559,neg
2651,neg
2319,neg
3560,neg
32161,neg
23038,neg
16088,neg
11391,neg
10327,neg
2048,neg
9302,neg
2593,neg
16945,neg
15020,neg
24003,neg
31905,neg
34705,neg
17576,neg
14508,neg
1133,neg
21328,neg
18021,neg
25089,neg
3988,neg
15237,neg
15797,pos
19963,neg
35299,neg
4574,neg
6305,neg
23604,neg
4265,neg
16897,neg
28193,neg
3186,neg
32201,neg
12966,neg
13232,neg
15303,neg
18426,neg
16638,neg
3082,neg
16027,neg
26601,pos
3544,neg
19622,neg
13214,neg
31286,neg
7666,neg
22654,neg
28995,neg
24364,neg
7189,neg
22429,pos
27316,neg
30292,neg
9946,neg
31575,neg
12499,neg
4846,neg
19520,neg
15971,pos
14433,neg
16215,neg
29043,neg
8702,neg
29157,neg
22724,neg
24689,neg
25678,neg
20238,neg
21302,neg
30256,neg
27786,neg
31845,neg
949,neg
34928,neg
7219,neg
26588,neg
404,pos
27129,neg
6726,neg
23765,neg
25965,neg
23473,neg
16653,neg
11987,neg
14181,neg
328,pos
26013,neg
27051,neg
31911,neg
17369,neg
16586,neg
33367,neg
8160,neg
17523,neg
19668,neg
32088,neg
15184,neg
33292,neg
35584,neg
9131,neg
3969,neg
13981,neg
19187,neg
7661,neg
8932,neg
15556,neg
24290,neg
36075,neg
17285,neg
14087,neg
4975,neg
31048,neg
18301,neg
21015,neg
22672,neg
6555,neg
27223,neg
20816,neg
34160,neg
31341,neg
22414,neg
21879,neg
4321,neg
23116,neg
35849,neg
29152,neg
3287,neg
3922,neg
35456,neg
11876,neg
11079,neg
32455,neg
9511,neg
13658,neg
22192,neg
25198,neg
1859,neg
29044,neg
14875,neg
29938,neg
8484,neg
20198,neg
10318,neg
16729,neg
13602,neg
16504,neg
24643,neg
31732,neg
1675,neg
21362,neg
29668,neg
7581,neg
13630,neg
11195,neg
15648,neg
1693,neg
25190,neg
5331,neg
11209,neg
20063,neg
12518,neg
6097,neg
8350,neg
15639,neg
19322,neg
8384,neg
1290,neg
6905,neg
8048,neg
13189,neg
8349,neg
29788,neg
31308,neg
23115,neg
18055,neg
1850,neg
6070,neg
7602,neg
17607,neg
32395,neg
23490,neg
4657,neg
3163,neg
34390,neg
11078,neg
28851,neg
20990,neg
2570,neg
12284,neg
28024,neg
34420,neg
31542,neg
34217,neg
24983,neg
13064,neg
24390,neg
34497,neg
4902,neg
3601,neg
23233,neg
2408,neg
2989,neg
28675,neg
35556,neg
12912,neg
14457,neg
12221,neg
18475,neg
26497,neg
15019,neg
8899,neg
31819,neg
27947,neg
25629,neg
31927,neg
4453,neg
5022,neg
22114,neg
23012,neg
9535,neg
28403,neg
23557,neg
29828,neg
27680,neg
22209,neg
32783,neg
27463,neg
337,pos
25064,neg
33088,neg
2326,neg
1932,neg
24010,neg
35778,neg
5382,neg
1489,neg
10937,neg
3546,neg
31514,neg
32670,neg
26538,neg
5185,neg
28141,neg
33684,neg
8999,neg
26827,neg
4309,neg
32761,neg
14600,neg
18983,neg
33763,neg
2110,neg
12481,neg
24809,neg
25157,neg
11415,neg
32120,neg
9427,neg
27425,neg
16015,neg
20784,neg
8475,neg
33938,neg
6660,neg
6238,neg
16364,neg
16100,neg
16393,neg
26099,neg
11855,neg
889,neg
7412,neg
788,neg
341,pos
3409,neg
32742,neg
12704,neg
5580,neg
4469,neg
4735,neg
22918,neg
33502,neg
9152,neg
6833,neg
15709,neg
9955,neg
6592,neg
23545,neg
17581,neg
13167,neg
13731,neg
5549,neg
21571,neg
26764,neg
8978,neg
35748,neg
12290,neg
3577,neg
26638,neg
32569,neg
22389,neg
22710,neg
5644,neg
30010,neg
7781,pos
21386,neg
26196,neg
17420,neg
16479,neg
24539,neg
4798,neg
1004,neg
10475,neg
17857,neg
23421,neg
11258,neg
14682,neg
10736,neg
27027,neg
25724,neg
29807,neg
23119,neg
29731,neg
16597,neg
26348,neg
10722,neg
25127,neg
21686,neg
25368,neg
3606,neg
11243,neg
7918,neg
15163,neg
14504,neg
34975,neg
2723,neg
32941,neg
24300,neg
19121,neg
5788,neg
23833,neg
1070,neg
28731,neg
20172,neg
13772,neg
3581,neg
16162,neg
15614,neg
27507,neg
25119,neg
30996,neg
29519,neg
30791,neg
4096,neg
11502,neg
5138,neg
2167,neg
12362,neg
29963,pos
2649,neg
4004,neg
18904,neg
14526,neg
26088,neg
9526,neg
6063,neg
28585,neg
14675,neg
541,neg
29733,neg
20758,neg
35073,pos
29307,neg
8365,neg
9276,neg
12836,neg
25957,neg
11389,neg
10597,neg
18181,neg
435,pos
3220,neg
3912,neg
26559,neg
5081,neg
20942,neg
19853,neg
2017,neg
33000,neg
20473,pos
9437,neg
16714,neg
10422,neg
12285,neg
18670,neg
12954,neg
12769,neg
5220,neg
22256,neg
5834,neg
9919,neg
1095,neg
34853,neg
10463,pos
25817,neg
28422,neg
8727,neg
16644,neg
9549,neg
26980,neg
24855,neg
2704,neg
2479,neg
8835,neg
5653,neg
27427,neg
19143,neg
22299,neg
693,neg
24956,neg
19912,neg
22032,neg
30950,neg
9506,neg
16926,neg
33082,neg
3363,neg
14666,neg
4594,neg
9977,neg
20794,neg
30845,neg
4967,neg
25238,neg
18606,neg
25302,neg
4244,neg
18603,neg
24778,neg
1479,neg
18986,neg
21524,neg
1862,neg
1855,neg
13030,neg
364,pos
18370,neg
12763,neg
12347,neg
17673,neg
24586,neg
29365,neg
5130,neg
32835,neg
18318,neg
28363,neg
19200,neg
5971,neg
7639,neg
9581,neg
9874,neg
28568,neg
27603,neg
5349,neg
31800,neg
23555,pos
20391,neg
9770,neg
970,neg
29653,neg
15437,neg
4891,neg
1542,neg
16230,neg
19352,neg
23103,neg
4161,neg
32845,neg
11261,neg
16336,neg
4217,neg
25364,neg
32585,neg
4977,neg
9692,neg
33600,neg
5381,pos
734,neg
8451,neg
24550,neg
1752,neg
15174,neg
367,pos
11491,neg
20684,neg
26267,neg
32174,neg
12457,neg
21254,neg
23708,neg
33341,neg
4481,neg
6896,neg
10685,neg
11369,neg
34436,neg
7982,neg
